seed_id,paper_id,domain_group,subdomain,clinical_phase,scenario_relevance,short_label,target_title,full_title,authors,authors_vancouver,year,journal,volume,issue,pages,doi,pmid,pmcid,publisher_url,pdf_url,guideline_body,publication_type,source_of_truth,validation_status,access_status,abstract_text,pdf_local_path,landing_page_local_path,pmc_xml_local_path,abstract_local_path,acquisition_result,index_case_fit,priority_rank_1_to_50,must_know_tier,notes
D41,d41,conduits_technique,bita,longitudinal,high,ART 10-year,Bilateral versus Single Internal-Thoracic-Artery Grafts at 10 Years,Bilateral versus Single Internal Thoracic Artery Grafting Strategies Supplemented by Radial Artery Grafting,['Aronow W'],Aronow W.,2023,Yonsei medical journal,64,8,473-480,10.3349/ymj.2022.0586,37488698,PMC3741893,https://eymj.org/DOIx.php?id=10.3349/ymj.2022.0586,http://eymj.org/Synapse/Data/PDFData/0069YMJ/ymj-64-473.pdf,,RCT,doi_landing,unresolved_partial,open,"It is unclear if a second or third arterial graft can improve clinical outcomes in coronary artery bypass graft surgery. We compared the outcomes of bilateral internal thoracic artery (BITA) plus radial artery (RA) grafting versus left internal thoracic artery (LITA) plus RA grafting after off-pump coronary artery bypass grafting.
Between January 2009 and December 2020, a total of 3007 patients with three-vessel coronary artery disease who underwent off-pump coronary artery bypass were analyzed. Among them, 971 patients received total arterial grafting using LITA. We divided the patients into two groups [group A, BITA+RA grafting (n=227) and group B, LITA+RA grafting (n=744)], and compared the survival and major adverse cardiac and cerebrovascular event (MACCE) rates between the two groups at 10 years.
After risk adjustment with inverse probability treatment weighting methods, the freedom from all-cause mortality was 93.1% and 88.3% in groups A and B, respectively (p=0.140). The freedom from MACCE rates were 68.3% and 89.0%, respectively (p<0.0001). LITA plus RA grafting [hazard ratio (HR): 1.3, 95% confidence interval (CI): 1.05-2.37, p=0.025] and incomplete revascularization (HR 1.2, 95% CI: 0.70-2.15, p=0.046) were significant risk factors for MACCEs in multivariable Cox regression analysis.
The rates of MACCEs were lower with LITA plus RA grafting than with BITA plus RA grafting in total arterial revascularization. Furthermore, complete revascularization improved long-term outcomes following total arterial grafting.",raw\pdf\2023__Aronow__ART_10-year.pdf,raw\landing_pages\d41.html,,raw\abstracts\d41.txt,pdf_downloaded,moderate,41,extension,Low title similarity to seed (0.57); manual review required.
D42,d42,conduits_technique,bita_diabetes,intraop,high,BITA skeletonization diabetes,Skeletonization of bilateral internal thoracic arteries and deep sternal wound infection in diabetes,[Does the bilateral internal thoracic artery harvesting increase wound infection?].,"['Rubens FD', 'Chen L', 'Bourke M']","Rubens FD, Chen L, Bourke M.",2011,Kyobu geka. The Japanese journal of thoracic surgery,64,7,523-6; discussion 527-9,10.14789/ejmj.jmj25-0013-oa,21766699,PMC12620707,https://linkinghub.elsevier.com/retrieve/pii/S0003497515017026,,,review,doi_landing,unresolved_partial,abstract-only,"The aim of this study is to compare the frequency of wound infection between bilateral and single internal thoracic artery (ITA) harvesting in coronary artery bypass grafting (CABG) cases. Two hundreds and thirty-four consecutive CABG cases performed harvesting either bilateral ITA (BITA) or single ITA (SITA) from January 2004 to December 2008, with or without concomitant surgery were studied. Harmonic Scalpel was used for the harvesting with skeletonization technique. The cases were divided into 2 groups: BITA group (n = 180) and SITA group (n = 54). The frequencies of wound infection were 3.7% in SITA group and 6.1% in BITA group. As to deep sternal infection, they were 1.9% in SITA group and 1.1% in BITA group. There was no significant difference between the 2 groups. Multivariate analysis of all patients showed that emergency cases, hypertension, congestive heart failure, and reopening for bleeding were identified as independent risk factors for wound infection. There were 113 diabetes mellitus (DM) patients out of all patients ; SITA group (n = 22) and BITA group (n = 91). Their wound infection rates were 4.5% and 6.6%, and those of deep sternal infection were 0% and 2.2%, respectively. There was no significant difference between them. In conclusion, BITA harvesting with skeletonized technique may be used as safely as SITA harvesting even in DM patients.",,raw\landing_pages\d42.html,,raw\abstracts\d42.txt,abstract_saved_no_legal_pdf,high,42,extension,Low title similarity to seed (0.43); manual review required.
D43,d43,conduits_technique,onpump_offpump,icu,medium,CORONARY 30-day,On-pump versus off-pump coronary-artery bypass surgery,High-Sensitivity Cardiac Troponin I and Mortality Following Off-Pump and On-Pump Coronary Artery Bypass Surgery: A Secondary Analysis of the Vision Cardiac Surgery Study.,"['Halkos ME', 'Moss E', 'Puskas JD']","Halkos ME, Moss E, Puskas JD.",2026,Interdisciplinary cardiovascular and thoracic surgery,41,2,484-488,10.1080/14779072.2023.2283123,41689183,PMC6201399,https://doi.org/10.1093/med/9780198735465.003.0002,,,RCT,pubmed,unresolved_partial,abstract-only,"We aimed to determine whether high-sensitivity cardiac troponin I (hs-cTnI) thresholds associated with increased 30-day mortality isolated coronary artery bypass grafting (CABG) differed between those undergoing off-pump (OPCAB) and on-pump (ONCAB) CABG.
We conducted a subanalysis of patients who underwent isolated CABG in the Vascular Events in Surgery Patients Cohort Evaluation (VISION) Cardiac Surgery Study. Cox regression was used to determine the hazard ratios (HRs) for mortality based on postoperative day 1 log-transformed hs-cTnI adjusted by EuroSCORE II, with OPCAB versus ONCAB as an interaction term. HRs were modelled as a function of hs-cTnI, and the lowest troponin associated with HR ≥ 1.00 was identified for each group.
Of the original VISION cohort, 6505 patients underwent isolated CABG (OPCAB = 1141, ONCAB = 5364). Median hs-cTnI after CABG was 2446 ng/L (interquartile range [IQR] 1164-5654), and lower after OPCAB (640 ng/L [264-1689]) than ONCAB (2972 ng/L [1536-6448], P < .001). There were no differences in 30-day mortality between OPCAB and ONCAB (1.7% vs 1.4%, P = .5). Increased log-peak hs-cTnI was associated with greater mortality after CABG (adjusted HR = 1.7 [95% CI, 1.4-2.1]). The hs-cTnI threshold associated with HR ≥ 1.00 for isolated CABG was 6549 ng/L (95% CI, 3609-8381). OPCAB versus ONCAB had a significant interaction effect on the association between hs-cTnI and mortality (interaction P = .002). The hs-cTnI threshold associated with mortality after OPCAB was ≥4708 ng/L (95% CI, 581-7177), compared to ≥6806 ng/L (95% CI, 4001-13 993) after ONCAB.
The clinically significant hs-cTnI threshold after CABG associated with an increased risk of 30-day mortality above the baseline is substantially higher than defined by current guidelines, but lower in patients undergoing OPCAB compared to ONCAB.",,raw\landing_pages\d43.html,,raw\abstracts\d43.txt,abstract_saved_no_legal_pdf,moderate,43,extension,Low title similarity to seed (0.47); manual review required.
D44,d44,conduits_technique,onpump_offpump,longitudinal,medium,CORONARY 1-year,One-year outcomes after off-pump or on-pump coronary-artery bypass grafting,Ten-Year Outcomes of Off-Pump Bilateral IMA Grafting Versus Hybrid Coronary Revascularization,"['Gadelkarim I', 'Kang J', 'Kiefer P', 'Dashkevich A', 'Davierwala P', 'Holzhey D', 'de Waha S', 'Borger M', 'Verevkin A']","Gadelkarim I, Kang J, Kiefer P, Dashkevich A, Davierwala P, Holzhey D, et al.",2026,The Thoracic and cardiovascular surgeon,376,9,894-895,10.1055/a-2839-7647,41911696,,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2839-7647,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/a-2839-7647.pdf,,follow-up,doi_landing,unresolved_partial,abstract-only,"Background The study compared long-term outcomes between off-pump coronary artery bypass grafting (OPCAB) using bilateral internal mammary arteries (BIMA) and hybrid coronary revascularization (HCR). Methods We included patients who underwent OPCAB with BIMA (2002 - 2012) and HCR (2002 - 2020). Emergency procedures, patients in critical preoperative condition, and on-pump surgery cases were excluded. Propensity score matching with a 2:1 ratio was performed to minimize confounding factors. The primary outcome was 10-year survival. Results Of 687 patients, 552 patients underwent OPCAB with BIMA and 135 patients received HCR. HCR patients were older (62 vs. 69 years, p<0.001), had lower left ventricular ejection fraction (60% vs. 54%, p<0.001), and a lower incidence of left-main disease (25% vs. 10%, p<0.001) and three-vessel disease (62.5% vs. 47.4%, p=0.002). In-hospital mortality was comparable between groups (BIMA 1.1% vs. HCR 3.0%, p=0.11). The HCR group had higher rates of incomplete revascularization (27.2% vs. 15.2%, p=0.001) and revision for bleeding (6.7% vs. 1.8%, p=0.005). After propensity score matching, 10-year survival (BIMA 71.2% vs. HCR 69.7%, p=0.81) was similar between groups, while freedom from repeat revascularization was higher in the BIMA group (89.7% vs. 76.3%, p=0.003). Conclusion Complete surgical revascularization using BIMA should be preferred when feasible. However, HCR offers comparable survival and represents a viable option for select patients.",,raw\landing_pages\d44.html,,raw\abstracts\d44.txt,abstract_saved_no_legal_pdf,moderate,44,extension,Low title similarity to seed (0.48); manual review required.
D45,d45,conduits_technique,onpump_offpump,icu,medium,ROOBY,ROOBY trial on-pump versus off-pump coronary-artery bypass surgery,Resident versus attending surgeon graft patency and clinical outcomes in on- versus off-pump coronary artery bypass surgery.,"['Halkos ME', 'Moss E', 'Puskas JD']","Halkos ME, Moss E, Puskas JD.",2015,The Journal of thoracic and cardiovascular surgery,150,6,"1428-35, 1437.e1; discussion 1435-7",10.1016/j.jtcvs.2015.08.124,26470910,PMC12306569,https://linkinghub.elsevier.com/retrieve/pii/S0022522315017110,,,RCT,doi_landing,unresolved_partial,abstract-only,"Controversy exists regarding ideal approaches in teaching residents complex and/or new surgical techniques in part because consequences on patient outcomes are largely unknown. This study compared patient outcomes for cases in which residents (rather than attending surgeons) performed most of the distal anastomoses as primary surgeons, during on- and off-pump coronary artery bypass grafting (CABG).
This preapproved substudy of the Randomized On/Off Bypass (ROOBY) trial compared clinical outcomes and 1-year graft patency for cases in which residents versus attending surgeons were the primary operator. Comparisons were made between on-pump and off-pump techniques.
From July 2003 through May 2007, a total of 1272 ROOBY nonemergent CABG patients were randomized at 16 Veterans Affairs centers where residents were active participants. Residents were the primary surgeon (ie, performed ≥50% of the distal anastomoses) more frequently in on-pump (77.9%) than in off-pump (67.4%) cases. Between these 2 techniques, no differences were found [corrected] in baseline patient characteristics; short-term and 1-year morbidity and mortality rates were no different for residents versus attendings in CABG cases. FitzGibbon A graft patency rates were similar for resident versus attendings completed distal anastomoses for on-pump (83.0% vs 82.4%) compared with off-pump (77.2% vs 76.6%) procedures.
In the ROOBY trial, short-term and 1-year patient outcomes and graft patency rates did not differ between resident and attending surgeons, demonstrating that with appropriate patient selection and resident supervision, residents can perform advanced, novel surgical techniques with outcomes similar to those of attending surgeons.",,raw\landing_pages\d45.html,,raw\abstracts\d45.txt,abstract_saved_no_legal_pdf,moderate,45,extension,Low title similarity to seed (0.59); manual review required.
D46,d46,conduits_technique,onpump_offpump,longitudinal,medium,ROOBY five-year,Five-Year Outcomes after On-Pump and Off-Pump Coronary-Artery Bypass,Five-Year Outcomes of Off-Pump Versus On-Pump Coronary Artery Bypass Grafting: The Randomized Department of Veterans Affairs ROOBY-FS Trial,"['Jacob KA', 'Gianoli M', 'van Dijk D.']","Jacob KA, Gianoli M, van Dijk D..",2016,Circulation,134,16,1139-1148,10.1161/circulationaha.116.021861,27777257,,https://doi.org/10.1161/CIRCULATIONAHA.116.021861,,,follow-up,pubmed,validated_primary,not_downloaded_legal_restriction,"The 30-day and 1-year follow-up analysis of the GOPCABE trial (German Off-Pump Coronary Artery Bypass Grafting in Elderly Patients) revealed no significant difference in the composite end point consisting of death, stroke, myocardial infarction, new renal replacement therapy, or repeat revascularization. The 5-year follow-up data of this trial are reported here.
From June 2008 to September 2011, a total of 2539 patients aged ≥75 years were randomly assigned to undergo off-pump or on-pump coronary artery bypass grafting (CABG) at 12 centers in Germany. The primary outcome was all-cause mortality at 5 years. The secondary 5-year outcomes were a composite of death, myocardial infarction, and repeat revascularization. Furthermore, the impact of complete versus incomplete revascularization was assessed.
After a median follow-up of 5 years, 361 patients (31%) assigned to off-pump CABG and 352 patients (30%) assigned to on-pump CABG had died (hazard ratio off-pump/on-pump CABG, 1.03; 95% CI, 0.89-1.19; P=0.71). The composite outcome of death, myocardial infarction, and repeat revascularization occurred in 397 (34%) after off-pump and in 389 (33%) after on-pump CABG (hazard ratio, 1.03; 95% CI, 0.89-1.18; P=0.704). Incomplete revascularization occurred in 403 (34%) patients randomly assigned to off-pump and 354 (29%) patients randomly assigned to on-pump CABG ( P<0.001). Five-year survival rates were 72% (95% CI, 67-76) with incomplete versus 76% (95% CI, 74-80) with complete revascularization (log-rank test: P=0.02) after off-pump CABG and 72% (95% CI, 67-76) versus 77% (95% CI, 74-80) after on-pump CABG (log-rank test: P=0.03), respectively. Cox regression analysis revealed a hazard ratio incomplete/complete revascularization of 1.19 (95% CI, 1.01-1.39; P=0.04).
In elderly patients ≥75 years of age, the 5-year survival rates and the combined outcome of death, myocardial infarction, and repeat revascularization, as well, were similar after on-pump and off-pump CABG. Incomplete revascularization was associated with a lower 5-year survival rate, irrespective of the type of surgery.
URL: https://www.clinicaltrials.gov . Unique identifier: NCT00719667.",,,,raw\abstracts\d46.txt,not_downloaded_legal_restriction,moderate,46,extension,
E47,e47,perioperative_safety,transfusion,icu,high,TRICS III,Restrictive or Liberal Red-Cell Transfusion for Cardiac Surgery,Restrictive or Liberal Red-Cell Transfusion for Cardiac Surgery,['Blumberg N'],Blumberg N.,2017,New England Journal of Medicine,377,22,2133-2144,10.1056/nejmoa1711818,29130845,,https://doi.org/10.1056/NEJMoa1711818,,,RCT,pubmed,validated_primary,not_downloaded_legal_restriction,,,,,,not_downloaded_legal_restriction,high,47,extension,
E48,e48,perioperative_safety,aki_prevention,icu,high,PrevAKI,PrevAKI randomized controlled trial,Prevention of cardiac surgery-associated AKI by implementing the KDIGO guidelines in high risk patients identified by biomarkers: the PrevAKI randomized controlled trial,['Hoste E'],Hoste E.,2017,Intensive Care Medicine,43,11,1551-1561,10.1007/s00134-016-4670-3,28110412,PMC5633630,https://doi.org/10.1007/s00134-016-4670-3,https://link.springer.com/content/pdf/10.1007/s00134-016-4670-3.pdf,,RCT,pubmed,validated_primary,open,"Care bundles are recommended in patients at high risk for acute kidney injury (AKI), although they have not been proven to improve outcomes. We sought to establish the efficacy of an implementation of the Kidney Disease Improving Global Outcomes (KDIGO) guidelines to prevent cardiac surgery-associated AKI in high risk patients defined by renal biomarkers.
In this single-center trial, we examined the effect of a ""KDIGO bundle"" consisting of optimization of volume status and hemodynamics, avoidance of nephrotoxic drugs, and preventing hyperglycemia in high risk patients defined as urinary [TIMP-2]·[IGFBP7] > 0.3 undergoing cardiac surgery. The primary endpoint was the rate of AKI defined by KDIGO criteria within the first 72 h after surgery. Secondary endpoints included AKI severity, need for dialysis, length of stay, and major adverse kidney events (MAKE) at days 30, 60, and 90.
AKI was significantly reduced with the intervention compared to controls [55.1 vs. 71.7%; ARR 16.6% (95 CI 5.5-27.9%); p = 0.004]. The implementation of the bundle resulted in significantly improved hemodynamic parameters at different time points (p < 0.05), less hyperglycemia (p < 0.001) and use of ACEi/ARBs (p < 0.001) compared to controls. Rates of moderate to severe AKI were also significantly reduced by the intervention compared to controls. There were no significant effects on other secondary outcomes.
An implementation of the KDIGO guidelines compared with standard care reduced the frequency and severity of AKI after cardiac surgery in high risk patients. Adequately powered multicenter trials are warranted to examine mortality and long-term renal outcomes.",raw\pdf\2017__Hoste__PrevAKI.pdf,raw\landing_pages\e48.html,,raw\abstracts\e48.txt,pdf_downloaded,high,48,extension,
E49,e49,perioperative_safety,glycemic_control,icu,high,NICE-SUGAR,Intensive versus Conventional Glucose Control in Critically Ill Patients,Individualised versus conventional glucose control in critically-ill patients: the CONTROLING study-a randomized clinical trial.,['Tanner O'],Tanner O.,2021,Intensive care medicine,47,11,1271-1283,10.1016/0002-9343(83)90067-0,34590159,PMC3464183,https://linkinghub.elsevier.com/retrieve/pii/0002934383900670,https://journals.sagepub.com/doi/pdf/10.1177/175114370901000314,,RCT,doi_landing,validated_primary,abstract-only,"Hyperglycaemia is an adaptive response to stress commonly observed in critical illness. Its management remains debated in the intensive care unit (ICU). Individualising hyperglycaemia management, by targeting the patient's pre-admission usual glycaemia, could improve outcome.
In a multicentre, randomized, double-blind, parallel-group study, critically-ill adults were considered for inclusion. Patients underwent until ICU discharge either individualised glucose control by targeting the pre-admission usual glycaemia using the glycated haemoglobin A1c level at ICU admission (IC group), or conventional glucose control by maintaining glycaemia below 180 mg/dL (CC group). A non-commercial web application of a dynamic sliding-scale insulin protocol gave to nurses all instructions for glucose control in both groups. The primary outcome was death within 90 days.
Owing to a low likelihood of benefit and evidence of the possibility of harm related to hypoglycaemia, the study was stopped early. 2075 patients were randomized; 1917 received the intervention, 942 in the IC group and 975 in the CC group. Although both groups showed significant differences in terms of glycaemic control, survival probability at 90-day was not significantly different (IC group: 67.2%, 95% CI [64.2%; 70.3%]; CC group: 69.6%, 95% CI [66.7%; 72.5%]). Severe hypoglycaemia (below 40 mg/dL) occurred in 3.9% of patients in the IC group and in 2.5% of patients in the CC group (p = 0.09). A post hoc analysis showed for non-diabetic patients a higher risk of 90-day mortality in the IC group compared to the CC group (HR 1.3, 95% CI [1.05; 1.59], p = 0.018).
Targeting an ICU patient's pre-admission usual glycaemia using a dynamic sliding-scale insulin protocol did not demonstrate a survival benefit compared to maintaining glycaemia below 180 mg/dL.",,raw\landing_pages\e49.html,,raw\abstracts\e49.txt,abstract_saved_no_legal_pdf,high,49,extension,
E50,e50,perioperative_safety,poaf,ward,high,PAPABEAR,Prophylactic Oral Amiodarone for the Prevention of Arrhythmia that Begin Early After Revascularization Valvular Repair or Replacement PAPABEAR,"Prophylactic Oral Amiodarone for the Prevention of Arrhythmias that Begin Early After Revascularization, Valve Replacement, or Repair: PAPABEAR: a randomized controlled trial.","['Mitchell LB', 'Exner DV', 'Wyse DG', 'Connolly CJ', 'Prystai GD', 'Bayes AJ', 'Kidd WT', 'Kieser T', 'Burgess JJ', 'Ferland A', 'MacAdams CL', 'Maitland A']","Mitchell LB, Exner DV, Wyse DG, Connolly CJ, Prystai GD, Bayes AJ, et al.",2005,JAMA,294,24,3093-100,10.1001/jama.294.24.3093,16380589,PMC11086606,https://doi.org/10.1001/jama.294.24.3093,,,RCT,pubmed,validated_primary,abstract-only,"Atrial tachyarrhythmias after cardiac surgery are associated with adverse outcomes and increased costs. Previous trials of amiodarone prophylaxis, while promising, were relatively small and yielded conflicting results.
To determine whether a brief perioperative course of oral amiodarone is an effective and safe prophylaxis for atrial tachyarrhythmias after cardiac surgery overall and in important subgroups.
Double-blind randomized controlled trial of 601 patients listed for nonemergent coronary artery bypass graft (CABG) surgery and/or valve replacement/repair surgery between February 1, 1999, and September 26, 2003, at a tertiary care hospital. The patients were followed up for 1 year.
Oral amiodarone (10 mg/kg daily) or placebo administered 6 days prior to surgery through 6 days after surgery (13 days). Randomization was stratified for subgroups defined by age, type of surgery, and use of preoperative beta-blockers.
Incidence of atrial tachyarrhythmias lasting 5 minutes or longer that prompted therapy by the sixth postoperative day.
Atrial tachyarrhythmias occurred in fewer amiodarone patients (48/299; 16.1%) than in placebo patients (89/302; 29.5%) overall (hazard ratio [HR], 0.52; 95% confidence interval [CI], 0.34-0.69; P<.001); in patients younger than 65 years (19 [11.2%] vs 36 [21.1%]; HR, 0.51 [95% CI, 0.28-0.94]; P = .02); in patients aged 65 years or older (28 [21.7%] vs 54 [41.2%]; HR, 0.45 [95% CI, 0.27-0.75]; P<.001); in patients who had CABG surgery only (22 [11.3%] vs 46 [23.6%]; HR, 0.45 [95% CI, 0.26-0.79]; P = .002); in patients who had valve replacement/repair surgery with or without CABG surgery (25 [23.8%] vs 44 [44.1%]; HR, 0.51 [95% CI, 0.31-0.84; P = .008); in patients who received preoperative beta-blocker therapy (27 [15.3%] vs 42 [25.0%]; HR, 0.58 [95% CI, 0.34-0.99]; P = .03); and in patients who did not receive preoperative beta-blocker therapy (20 [16.3%] vs 48 [35.8%]; HR, 0.40 [95% CI, 0.22-0.71]; P<.001), respectively. Postoperative sustained ventricular tachyarrhythmias occurred less frequently in amiodarone patients (1/299; 0.3%) than in placebo patients (8/302; 2.6%) (P = .04). Dosage reductions of blinded therapy were more common in amiodarone patients (34/299; 11.4%) than in placebo patients (16/302; 5.3%) (P = .008). There were no differences in serious postoperative complications, in-hospital mortality, or readmission to the hospital within 6 months of discharge or in 1-year mortality.
Oral amiodarone prophylaxis of atrial tachyarrhythmias after cardiac surgery is effective and may be safe overall and in important patient subgroups. Clinical Trials Registration ClinicalTrials.gov Identifier: NCT00251706.",,raw\landing_pages\e50.html,,raw\abstracts\e50.txt,abstract_saved_no_legal_pdf,high,50,extension,
