recommendation_id,statement_key,recommendation_class,level_of_evidence,document_family,clinical_topic,recommendation_text,population,disease,clinical_state,severity,time_window,event_anchor,numeric_thresholds,care_phase,intervention,comparator,outcome,conditions,exclusions,clinical_temporality,temporal_qualifiers,guidance_temporality,care_setting,specialty,sub_specialty,source_locator,information_weight,weight_score,weight_rationale,extraction_confidence,confidence_rationale,clinical_entities,execution_trigger,execution_trigger_population,execution_trigger_state,execution_trigger_disease,execution_trigger_time,execution_trigger_anchor,execution_trigger_exclusions,execution_trigger_numeric_constraints,execution_trigger_qualifiers,execution_trigger_constraints,execution_action,execution_prerequisites,execution_contraindications,execution_outcome
GR-79C2859681CC,UPL-CE02A6AB5E49:S203,,,guideline_acc_aha_scai,Revascularization Strategy,"Synopsis In patients who have undergone revascularization, the risks and benefits of beta blockers should be considered before the initiation of therapy",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.55 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Synopsis In patients who have undergone revascularization, the risks and benefits of beta blockers should be considered",,,,,,,,,,,,,,
GR-79FE26040947,UPL-CE02A6AB5E49:S194,,,guideline_acc_aha_scai,General Coronary Revascularization,"On the basis of an analysis of aspirin dosing and outcomes in the PLATO (Trial to Assess The Study of Platelet Inhibition and Patient Outcomes) study, a low dose of aspirin (<100 mg) should be used in patients treated with ticagrelor",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.42 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:On the basis of an analysis of aspirin dosing and outcomes in the PLATO (Trial to Assess The Study of Platelet Inhibitio,,,,,,,,,,,,,,
GR-7A2733C3AEC8,UPL-CE02A6AB5E49:S111,1,A,guideline_acc_aha_scai,Revascularization Strategy,"In patients who use tobacco and have undergone coronary revascularization, smoking cessation interventions are recommended during hospitalization and should include supportive follow-up for at least 1 month after discharge to facilitate tobacco cessation and reduce morbidity and mortality",use tobacco and have undergone,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.57 line-table COR 1 LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-a",0.82,recommendation-language; cor:1; loe:a; population-extracted; source-locator,population:use tobacco and have undergone,use tobacco and have undergone,use tobacco and have undergone,,,,,,,,population:use tobacco and have undergone [eq],,,,
GR-7B278457B4B6,UPL-CE02A6AB5E49:S056,2B,C-LD,guideline_acc_aha_scai,Revascularization Strategy,"In patients with SCAD who have hemodynamic instability or ongoing ischemia despite conservative therapy, revascularization may be considered if feasible",SCAD,,hemodynamic instability,,,,,,revascularization,,,hemodynamic instability or ongoing ischemia despite conservative therapy,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.33 line-table COR 2B LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-c",0.94,recommendation-language; cor:2b; loe:c-ld; population-extracted; intervention-extracted; source-locator; clinical-entities,population:SCAD; intervention:revascularization; condition:hemodynamic instability or ongoing ischemia despite conservative therapy,SCAD; hemodynamic instability or ongoing ischemia despite conservative therapy,SCAD,hemodynamic instability,,,,,,hemodynamic instability or ongoing ischemia despite conservative therapy,population:SCAD [eq] | clinical_state:hemodynamic instability [eq] | condition:hemodynamic instability or ongoing ischemia despite conservative therapy [contains],revascularization may be considered,hemodynamic instability or ongoing ischemia despite conservative therapy,,
GR-7B8FE68FDF5F,UPL-CE02A6AB5E49:S170,,,guideline_acc_aha_scai,Revascularization Strategy,"The clinician must act in the patient’s best interest and convey the risks and benefits of all revascularization treatment options, consult with additional specialists when appropriate, and allow the patient to consult family",,,,,,,,,,,,appropriate,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.11 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:appropriate,appropriate,,,,,,,,appropriate,condition:appropriate [contains],,appropriate,,
GR-7DE702A44DD4,UPL-CE02A6AB5E49:S101,2A,A,guideline_acc_aha_scai,PCI Strategy,"In selected patients undergoing PCI, shorterduration DAPT (1–3 months) is reasonable, with subsequent transition to P2Y12 inhibitor monotherapy to reduce the risk of bleeding events",,,,,,,,,,,reduce the risk of bleeding events,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.53 line-table COR 2A LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-a",0.74,recommendation-language; cor:2a; loe:a; source-locator,outcome:reduce the risk of bleeding events,,,,,,,,,,,is reasonable,,,reduce the risk of bleeding events
GR-807B1C9F5888,UPL-CE02A6AB5E49:S012,2A,B-R,guideline_acc_aha_scai,STEMI,"In patients with STEMI who are treated with fibrinolytic therapy, angiography within 3 to 24 hours with the intent to perform PCI is reasonable to improve clinical outcomes",STEMI,STEMI,,,3 to 24 hours,,,,,,improve clinical outcomes,treated with fibrinolytic therapy,,,3 to 24 hours,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.16 line-table COR 2A LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.9,recommendation-language; cor:2a; loe:b-r; population-extracted; source-locator; temporal-qualifiers; clinical-entities,population:STEMI; outcome:improve clinical outcomes; condition:treated with fibrinolytic therapy; temporal_qualifier:3 to 24 hours,STEMI; treated with fibrinolytic therapy,STEMI,,STEMI,3 to 24 hours,,,,treated with fibrinolytic therapy,population:STEMI [eq] | disease:STEMI [eq] | time_window:3 to 24 hours [within] | condition:treated with fibrinolytic therapy [contains],is reasonable,3 to 24 hours; treated with fibrinolytic therapy,,improve clinical outcomes
GR-807BB7B52D76,UPL-CE02A6AB5E49:S199,,,guideline_acc_aha_scai,General Coronary Revascularization,"Assessment of enhanced recovery programs has been generally limited to moderatesized observational studies, and additional research is required to determine the necessary features and implementation strategies",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.46 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Assessment of enhanced recovery programs has been generally limited to moderatesized observational studies, and addition",,,,,,,,,,,,,,
GR-807D173EFBDB,UPL-CE02A6AB5E49:S132,,,guideline_acc_aha_scai,General Coronary Revascularization,"Assessment of Risk Factors Not Quantified in the STS Score Risk Factor Assessment Tool Cirrhosis Model for End-Stage Liver Disease (MELD) score1-6 Frailty Gait speed,16 Malnutrition Malnutrition Universal Screening Tool (MUST),16 STS indicates Society of Thoracic Surgeons",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.13 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Assessment of Risk Factors Not Quantified in the STS Score Risk Factor Assessment Tool Cirrhosis Model for End-Stage Liv,,,,,,,,,,,,,,
GR-828E2C7DA57F,UPL-CE02A6AB5E49:S084,1,B-NR,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing CABG, an IMA, preferably the left, should be used to bypass the LAD when bypass of the LAD is indicated to improve survival and reduce recurrent ischemic events",undergoing,,,,,,,,,,improve survival and reduce recurrent ischemic events,bypass of the LAD is indicated to improve survival and reduce recurrent ischemic events,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.46 line-table COR 1 LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.86,recommendation-language; cor:1; loe:b-nr; population-extracted; source-locator; clinical-entities,population:undergoing; outcome:improve survival and reduce recurrent ischemic events; condition:bypass of the LAD is indicated to improve survival and reduce recurrent ischemic events,undergoing; bypass of the LAD is indicated to improve survival and reduce recurrent ischemic events,undergoing,,,,,,,bypass of the LAD is indicated to improve survival and reduce recurrent ischemic events,population:undergoing [eq] | condition:bypass of the LAD is indicated to improve survival and reduce recurrent ischemic events [contains],is indicated,bypass of the LAD is indicated to improve survival and reduce recurrent ischemic events,,improve survival and reduce recurrent ischemic events
GR-85D95082D7AC,UPL-CE02A6AB5E49:S188,,,guideline_acc_aha_scai,Revascularization Strategy,"Although there are no RCTs comparing revascularization with conservative care in patients who have failed medical therapy, it is reasonable to consider revascularization in the presence of ongoing ischemia and hemodynamic instability",,,hemodynamic instability,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.34 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Although there are no RCTs comparing revascularization with conservative care in patients who have failed medical therap,,,hemodynamic instability,,,,,,,clinical_state:hemodynamic instability [eq],is reasonable,,,
GR-86212B2178B0,UPL-CE02A6AB5E49:S200,,,guideline_acc_aha_scai,CABG Strategy,"Synopsis In patients undergoing elective CABG, the risks and benefits of beta-blocker and amiodarone administration before surgery should be carefully considered",,,,,,,,,,,,,,elective,elective,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.52 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:elective,,,,,,,,,,,,elective,,
GR-8649D45A0466,UPL-CE02A6AB5E49:S208,,,guideline_acc_aha_scai,CABG Strategy,"As such, when considering multivessel PCI or additional bypass grafting during a CABG procedure, one must be mindful of the theoretical benefits of complete revascularization for the individual patient",,,,multivessel,,,,,,,,considering multivessel PCI or additional bypass grafting during a CABG procedure,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.62 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:considering multivessel PCI or additional bypass grafting during a CABG procedure,considering multivessel PCI or additional bypass grafting during a CABG procedure,,,,,,,,considering multivessel PCI or additional bypass grafting during a CABG procedure,condition:considering multivessel PCI or additional bypass grafting during a CABG procedure [contains],,considering multivessel PCI or additional bypass grafting during a CABG procedure,,
GR-88DA7BF6A6C7,UPL-CE02A6AB5E49:S100,2B,B-NR,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing elective CABG, the risks and benefits of beta-blocker and amiodarone administration before surgery should be carefully considered",undergoing elective,,,,,,,,,,,,,elective,elective,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.52 line-table COR 2B LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-b",0.86,recommendation-language; cor:2b; loe:b-nr; population-extracted; source-locator; temporal-qualifiers,population:undergoing elective; temporal_qualifier:elective,undergoing elective,undergoing elective,,,,,,,,population:undergoing elective [eq],,elective,,
GR-8A243F5319D4,UPL-CE02A6AB5E49:S175,,,guideline_acc_aha_scai,STEMI,"Synopsis Immediate reperfusion therapy for patients with STEMI improves mortality rate, and primary PCI has been shown to be superior to fibrinolytic therapy1 ().6,23,27-29 Fibrinolytic therapy is recommended only in cases in which primary PCI is not immediately available and the delay from hospital presentation to PCI is anticipated to be >120 minutes",,STEMI,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.16 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Synopsis Immediate reperfusion therapy for patients with STEMI improves mortality rate, and primary PCI has been shown t",,,,STEMI,,,,,,disease:STEMI [eq],is recommended,,,
GR-8D26B38248E9,UPL-CE02A6AB5E49:S045,2A,B-NR,guideline_acc_aha_scai,CABG Strategy,"In patients with multivessel CAD amenable to treatment with either PCI or CABG who are unable to access, tolerate, or adhere to DAPT for the appropriate duration of treatment, CABG is reasonable in preference to PCI",multivessel CAD amenable to treatment,multivessel CAD,,multivessel,,,,,CABG,PCI,,either,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.30 line-table COR 2A LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.94,recommendation-language; cor:2a; loe:b-nr; population-extracted; intervention-extracted; source-locator; clinical-entities,population:multivessel CAD amenable to treatment; intervention:CABG; comparator:PCI; condition:either,multivessel CAD amenable to treatment; either,multivessel CAD amenable to treatment,,multivessel CAD,,,,,either,population:multivessel CAD amenable to treatment [eq] | disease:multivessel CAD [eq] | condition:either [contains],CABG is reasonable,either,,
GR-9119EA63C43B,UPL-CE02A6AB5E49:S018,2A,C-EO,guideline_acc_aha_scai,STEMI,"In selected patients with STEMI with complex multivessel non-infarct artery disease, after successful primary PCI, elective CABG is reasonable to reduce the risk of cardiac events",,STEMI,,multivessel,,successful primary PCI,,post-primary-pci,,,reduce the risk of cardiac events,,,elective,after successful primary PCI; elective,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.18 line-table COR 2A LOE C-EO,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-c",0.82,recommendation-language; cor:2a; loe:c-eo; source-locator; temporal-qualifiers; clinical-entities,outcome:reduce the risk of cardiac events; temporal_qualifier:after successful primary PCI; temporal_qualifier:elective,,,,STEMI,,successful primary PCI,,,,disease:STEMI [eq] | event_anchor:successful primary PCI [eq],is reasonable,after successful primary PCI; elective,,reduce the risk of cardiac events
GR-93D21F512DAF,UPL-CE02A6AB5E49:S031,2A,B-NR,guideline_acc_aha_scai,SIHD,"In selected patients with SIHD and significant left main stenosis for whom PCI can provide equivalent revascularization to that possible with CABG, PCI is reasonable to improve survival",,SIHD,,significant,,,,,PCI,,improve survival,PCI can provide equivalent revascularization to that possible with CABG,,,,2026-04-24T05:27:57.103783+00:00,stable-ischemic-heart-disease,Cirugia Cardiovascular,Revascularizacion Coronaria,p.23 line-table COR 2A LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.86,recommendation-language; cor:2a; loe:b-nr; intervention-extracted; source-locator; clinical-entities,intervention:PCI; outcome:improve survival; condition:PCI can provide equivalent revascularization to that possible with CABG,PCI can provide equivalent revascularization to that possible with CABG,,,SIHD,,,,,PCI can provide equivalent revascularization to that possible with CABG,disease:SIHD [eq] | condition:PCI can provide equivalent revascularization to that possible with CABG [contains],PCI is reasonable,PCI can provide equivalent revascularization to that possible with CABG,,improve survival
GR-94DEDE8A0E1C,UPL-CE02A6AB5E49:S147,,,guideline_acc_aha_scai,Acute Coronary Syndromes,"Therefore, in low-risk patients with NSTE-ACS with CKD, astute clinical judgment weighing the trade-off between risks and benefits is required to determine the optimal approach in this patient subgroup",,NSTE-ACS,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,nste-acs,Cirugia Cardiovascular,Revascularizacion Coronaria,p.32 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Therefore, in low-risk patients with NSTE-ACS with CKD, astute clinical judgment weighing the trade-off between risks an",,,,NSTE-ACS,,,,,,disease:NSTE-ACS [eq],,,,
GR-955BD6B34DFB,UPL-CE02A6AB5E49:S002,1,C-LD,guideline_acc_aha_scai,Revascularization Strategy,"In patients undergoing revascularization, decisions should be patient centered—that is, considerate of the patient’s preferences and goals, cultural beliefs, health literacy, and social determinants of health—and made in collaboration with the patient’s support system",undergoing,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.10 line-table COR 1 LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-c",0.82,recommendation-language; cor:1; loe:c-ld; population-extracted; source-locator,population:undergoing,undergoing,undergoing,,,,,,,,population:undergoing [eq],,,,
GR-956B177F5F0D,UPL-CE02A6AB5E49:S003,1,C-LD,guideline_acc_aha_scai,Revascularization Strategy,"In patients undergoing coronary angiography or revascularization, adequate information about benefits, risks, therapeutic consequences, and potential alternatives in the performance of percutaneous and surgical myocardial revascularization should be given, when feasible, with sufficient time for informed decision-making to improve clinical outcomes",undergoing coronary angiography or,,,,,,,,,,improve clinical outcomes,feasible,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.10 line-table COR 1 LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-c",0.86,recommendation-language; cor:1; loe:c-ld; population-extracted; source-locator; clinical-entities,population:undergoing coronary angiography or; outcome:improve clinical outcomes; condition:feasible,undergoing coronary angiography or; feasible,undergoing coronary angiography or,,,,,,,feasible,population:undergoing coronary angiography or [eq] | condition:feasible [contains],,feasible,,improve clinical outcomes
GR-9621F9D138F0,UPL-CE02A6AB5E49:S125,,,guideline_acc_aha_scai,SIHD,"Radial artery access is recommended in patients undergoing percutaneous intervention who have acute coronary syndromes or stable ischemic heart disease, to reduce bleeding and vascular complications compared with a femoral approach",,,stable,,,,,,,a femoral approach,reduce bleeding and vascular complications compared with a femoral approach,,,acute,acute; stable,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.4 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.62,recommendation-language; source-locator; temporal-qualifiers; clinical-entities,comparator:a femoral approach; outcome:reduce bleeding and vascular complications compared with a femoral approach; temporal_qualifier:acute; temporal_qualifier:stable,,,stable,,,,,,,clinical_state:stable [eq],is recommended,acute; stable,,reduce bleeding and vascular complications compared with a femoral approach
GR-99F46E2A5F9A,UPL-CE02A6AB5E49:S053,3: NO BENEFIT,B-R,guideline_acc_aha_scai,General Coronary Revascularization,"Before coronary angiography is performed, the risks of AKI and the benefits of obtaining diagnostic information should be carefully considered",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.31 line-table COR 3: NO BENEFIT LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-3, loe-b",0.74,recommendation-language; cor:3: no benefit; loe:b-r; source-locator,"statement:Before coronary angiography is performed, the risks of AKI and the benefits of obtaining diagnostic information should b",,,,,,,,,,,,,,
GR-9BFCEB4313F4,UPL-CE02A6AB5E49:S196,,,guideline_acc_aha_scai,General Coronary Revascularization,"Because of the increased bleeding risk, these more potent agents should be used with caution in older patients",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.42 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Because of the increased bleeding risk, these more potent agents should be used with caution in older patients",,,,,,,,,,,,,,
GR-A0EED744C83D,UPL-CE02A6AB5E49:S123,,,guideline_acc_aha_scai,Revascularization Strategy,Surgical revascularization may be reasonable to improve survival,,,,,,,,,Surgical revascularization,,improve survival,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.3 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.62,recommendation-language; intervention-extracted; source-locator,intervention:Surgical revascularization; outcome:improve survival,,,,,,,,,,,Surgical revascularization,,,improve survival
GR-A27B84DFCCF5,UPL-CE02A6AB5E49:S049,1,C-LD,guideline_acc_aha_scai,General Coronary Revascularization,"In patients with CKD undergoing contrast media injection for coronary angiography, measures should be taken to minimize the risk of contrast-induced acute kidney injury (AKI).1-3",CKD undergoing contrast media injection for coronary angiography,,,,,,,,,,,,,acute,acute,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.31 line-table COR 1 LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-c",0.86,recommendation-language; cor:1; loe:c-ld; population-extracted; source-locator; temporal-qualifiers,population:CKD undergoing contrast media injection for coronary angiography; temporal_qualifier:acute,CKD undergoing contrast media injection for coronary angiography,CKD undergoing contrast media injection for coronary angiography,,,,,,,,population:CKD undergoing contrast media injection for coronary angiography [eq],,acute,,
GR-A3BCE0935A8A,UPL-CE02A6AB5E49:S116,1,C-LD,guideline_acc_aha_scai,SIHD,"In patients with SIHD undergoing PCI, a loading dose of clopidogrel, followed by daily dosing, is recommended to reduce ischemic events",SIHD undergoing,SIHD,,,,,,,,,reduce ischemic events,,,,,2026-04-24T05:27:57.103783+00:00,stable-ischemic-heart-disease,Cirugia Cardiovascular,Revascularizacion Coronaria,p.41 pipe-table COR 1 LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-c",0.82,recommendation-language; cor:1; loe:c-ld; population-extracted; source-locator,population:SIHD undergoing; outcome:reduce ischemic events,SIHD undergoing,SIHD undergoing,,SIHD,,,,,,population:SIHD undergoing [eq] | disease:SIHD [eq],is recommended,,,reduce ischemic events
GR-A3F7B8946C67,UPL-CE02A6AB5E49:S076,2B,B-R,guideline_acc_aha_scai,PCI Strategy,"In patients undergoing PCI who are P2Y12 inhibitor naïve, intravenous cangrelor may be reasonable to reduce periprocedural ischemic events",undergoing,,,,,,,,,,reduce periprocedural ischemic events,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.43 line-table COR 2B LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-b",0.82,recommendation-language; cor:2b; loe:b-r; population-extracted; source-locator,population:undergoing; outcome:reduce periprocedural ischemic events,undergoing,undergoing,,,,,,,,population:undergoing [eq],,,,reduce periprocedural ischemic events
GR-A400520DA019,UPL-CE02A6AB5E49:S114,2A,C-LD,guideline_acc_aha_scai,PCI Strategy,"With the goal of improving patient outcomes, it is reasonable for cardiac surgery and PCI programs to have a quality improvement program that routinely ) reviews institutional quality programs and outcomes, ) reviews individual operator outcomes, ) provides peer review of difficult or complicated cases, and ) performs random case reviews",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.59 line-table COR 2A LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-c",0.74,recommendation-language; cor:2a; loe:c-ld; source-locator,"statement:With the goal of improving patient outcomes, it is reasonable for cardiac surgery and PCI programs to have a quality imp",,,,,,,,,,,is reasonable,,,
GR-A4BC336DF242,UPL-CE02A6AB5E49:S191,,,guideline_acc_aha_scai,General Coronary Revascularization,"January , 2022 e57 CLINICAL STATEMENTS AND GUIDELINES of ISR should be individualized",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.40 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:January , 2022 e57 CLINICAL STATEMENTS AND GUIDELINES of ISR should be individualized",,,,,,,,,,,,,,
GR-A52E0C0E89B8,UPL-CE02A6AB5E49:S204,,,guideline_acc_aha_scai,General Coronary Revascularization,"This information and management can be accomplished in a center-based or a home-based cardiac rehabilitation program and should be tailored to age, health literacy, cultural practices, and socioeconomic status",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.57 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:This information and management can be accomplished in a center-based or a home-based cardiac rehabilitation program and,,,,,,,,,,,,,,
GR-A572BEA53485,UPL-CE02A6AB5E49:S129,,,guideline_acc_aha_scai,Revascularization Strategy,Treatment decisions for patients undergoing surgical revascularization of coronary artery disease should include the calculation of a patient’s surgical risk with the Society of Thoracic Surgeons score,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.4 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Treatment decisions for patients undergoing surgical revascularization of coronary artery disease should include the cal,,,,,,,,,,,,,,
GR-A6F20CB310A3,UPL-CE02A6AB5E49:S005,2B,B-NR,guideline_acc_aha_scai,Physiology and Complexity Assessment,"In patients with multivessel CAD, an assessment of CAD complexity, such as the SYNTAX score, may be useful to guide revascularization",multivessel CAD,multivessel CAD,,multivessel,,,,,,,guide revascularization,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.14 line-table COR 2B LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-b",0.82,recommendation-language; cor:2b; loe:b-nr; population-extracted; source-locator,population:multivessel CAD; outcome:guide revascularization,multivessel CAD,multivessel CAD,,multivessel CAD,,,,,,population:multivessel CAD [eq] | disease:multivessel CAD [eq],,,,guide revascularization
GR-AAFB1ABD8D35,UPL-CE02A6AB5E49:S124,,,guideline_acc_aha_scai,Revascularization Strategy,The use of a radial artery as a surgical revascularization conduit is preferred versus the use of a saphenous vein conduit to bypass the second most important target vessel with significant stenosis after the left anterior descending coronary,,,,significant,,,,,The use of a radial artery as a surgical revascularization conduit,the use of a saphenous vein conduit to bypass the second most important target vessel with significant stenosis after the left anterior descending coronary,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.3 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.62,recommendation-language; intervention-extracted; source-locator,intervention:The use of a radial artery as a surgical revascularization conduit; comparator:the use of a saphenous vein conduit to bypass the second most important target vessel with significant stenosis after the left anterior descending coronary,,,,,,,,,,,The use of a radial artery as a surgical revascularization conduit,,,
GR-ABC93D21E233,UPL-CE02A6AB5E49:S023,1,C-LD,guideline_acc_aha_scai,Acute Coronary Syndromes,"In appropriate patients with NSTE-ACS who have refractory angina or hemodynamic or electrical instability, an immediate invasive strategy with intent to perform revascularization is indicated to improve outcomes",,NSTE-ACS,refractory angina,,,,,,,,improve outcomes,,,,,2026-04-24T05:27:57.103783+00:00,nste-acs,Cirugia Cardiovascular,Revascularizacion Coronaria,p.21 line-table COR 1 LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-c",0.74,recommendation-language; cor:1; loe:c-ld; source-locator,outcome:improve outcomes,,,refractory angina,NSTE-ACS,,,,,,clinical_state:refractory angina [eq] | disease:NSTE-ACS [eq],is indicated,,,improve outcomes
